3000 100 3000 1
5488 3 4
3492 5 2
3985 4 1
261 3 2
9866 2 1
1660 3 5
7720 5 2
7883 1 1
2636 3 4
754 4 3
8845 2 3
6082 2 1
355 3 5
3061 5 1
7044 1 3
9535 1 4
4642 1 4
9994 5 5
5617 5 4
8980 5 3
260 4 2
5643 5 3
8901 1 4
9216 3 2
8724 3 1
6711 2 1
6859 2 4
7666 5 4
6671 1 3
1809 2 1
1546 2 4
9161 3 4
2244 4 2
1447 1 5
4569 2 5
9852 4 4
7818 1 3
8521 3 4
4301 4 3
595 4 5
5902 2 2
567 1 4
8265 2 2
96 3 2
9884 1 5
1945 3 2
3271 1 3
6392 4 3
9736 2 2
4865 4 4
1242 3 1
2654 3 4
1102 4 2
8534 1 1
4879 4 2
9967 5 2
1383 1 1
1598 2 2
9467 5 5
2167 5 3
3781 2 2
9050 5 2
723 1 1
1864 1 4
8362 5 1
9650 1 1
1807 4 4
2643 4 1
4296 4 2
68 4 3
4761 5 5
6942 4 4
286 2 2
6110 2 5
5538 5 2
1635 3 3
9143 5 3
6309 5 1
7206 1 5
5747 3 3
3583 1 3
7799 3 5
8901 4 5
7468 2 4
3981 2 5
1725 4 1
51 3 2
98 5 5
9732 1 4
4023 1 4
6166 3 5
8367 3 1
9645 5 4
6363 5 4
1203 4 4
5013 1 4
8971 4 5
2030 5 5
3889 5 2
5004 2 4
9938 5 2
2259 2 1
3271 5 4
9973 5 3
6769 5 4
4156 1 1
3639 3 3
5256 2 2
7323 4 1
6036 3 4
23 1 1
9459 2 1
2533 4 3
6270 1 4
2242 4 3
8879 4 2
2898 5 1
2158 5 2
258 2 3
1623 3 5
4428 3 5
2539 3 4
2360 2 4
8630 5 1
6657 2 4
5485 5 3
3633 4 4
1832 1 2
9655 3 2
305 5 4
7959 1 3
4577 4 1
8508 1 5
4636 2 4
9012 5 3
2327 1 4
8370 2 1
3938 3 4
7546 4 3
3088 5 2
396 3 5
4120 4 1
7457 3 3
604 2 5
6043 5 5
1859 3 1
7816 3 5
5361 5 3
4061 4 4
1510 5 4
7940 1 4
5404 5 3
8938 3 5
8703 1 5
2487 3 4
5523 3 3
7474 2 1
8350 2 4
3943 3 2
2471 5 2
5221 4 2
7658 2 3
981 1 1
1879 1 4
9969 3 2
6241 5 5
4688 3 4
7467 5 4
2259 4 3
3138 4 5
9064 3 2
3581 4 2
2623 5 3
6584 2 3
6325 1 1
8701 5 1
9487 2 3
1118 1 2
4257 2 2
7701 5 4
7954 3 4
7108 1 2
5927 5 5
4397 1 1
8378 1 2
7684 4 1
8108 1 2
5775 2 4
107 4 5
2703 1 2
1741 1 3
7050 1 5
3811 4 3
7924 4 4
3596 2 1
8618 4 4
8331 1 1
4361 5 4
6562 3 4
6791 3 1
2633 3 5
645 4 4
4312 5 5
3706 2 2
1585 2 5
169 4 3
5057 5 2
3890 4 4
7300 4 1
2212 1 3
9297 3 4
1430 2 4
8361 1 2
3557 3 5
9740 2 1
604 1 5
7474 1 2
2507 2 2
8026 4 4
6904 2 5
221 2 1
7746 3 4
7416 1 4
9080 3 3
5642 4 5
1412 5 4
5916 3 3
2535 5 5
3025 4 5
3407 1 3
7483 2 1
5595 2 2
118 3 1
6015 1 3
6302 1 2
7817 2 5
6569 1 3
8549 2 2
1262 2 3
5828 3 4
1549 4 1
638 3 1
9752 1 2
2757 4 5
8886 2 2
1925 5 1
6798 2 3
9274 2 5
4785 1 3
6300 1 3
1875 3 3
8787 1 2
5105 5 1
257 1 1
3865 3 2
8856 4 4
3615 2 1
9698 3 3
861 1 3
5013 2 3
6340 1 4
1164 4 5
7643 2 1
3656 3 1
2413 3 1
2390 1 4
294 1 5
4813 3 2
1222 1 2
4797 3 2
7846 5 1
9133 3 5
8399 4 5
2612 1 3
6287 3 1
5047 5 3
2526 5 3
9322 1 2
1894 5 2
3875 2 2
1910 4 5
7091 2 4
7103 1 5
8321 1 1
2088 2 4
195 5 3
6968 2 4
2762 3 3
1383 4 3
3706 5 3
8584 4 5
456 3 5
3201 1 4
1707 5 2
3475 5 2
2518 3 4
6922 2 2
6751 2 3
4342 5 4
4006 1 3
5257 1 2
7030 5 3
2919 2 4
173 4 1
4839 4 3
2005 4 5
4868 4 1
4644 5 1
5762 3 3
9102 2 2
1813 5 2
6560 4 5
8084 3 5
5371 4 4
8631 4 5
7637 2 2
1118 2 4
1354 1 5
5063 5 5
1319 3 3
8460 2 3
9406 5 1
5852 2 2
671 1 3
482 1 3
6523 5 1
2961 5 2
6957 2 4
2132 3 2
5281 5 4
1951 3 5
4651 3 3
2052 3 1
5549 5 5
7832 3 4
3199 5 1
3181 5 2
6687 4 4
5866 4 3
9237 3 5
6720 2 3
3477 4 1
6216 5 1
4998 5 4
773 5 2
8309 4 3
6384 2 3
6714 4 2
2891 2 1
6914 5 5
637 3 4
427 3 4
8053 2 1
9912 2 5
3870 1 1
1389 1 3
4335 3 5
1635 1 3
5814 1 1
6429 3 4
6916 3 3
2223 5 2
1031 5 4
7520 2 4
5096 4 2
6164 1 3
9728 1 5
4244 1 4
4538 3 1
3074 3 2
4643 4 1
9462 1 3
208 4 4
431 5 1
7597 3 5
1776 1 1
8656 4 1
4072 5 1
328 5 1
9499 1 4
8396 4 5
1805 2 3
7141 1 3
1678 5 4
2742 3 1
7532 2 2
6330 4 5
989 1 4
528 2 4
1043 5 3
7539 3 5
3025 1 3
4675 5 3
9686 5 1
7758 4 5
7848 3 4
7302 4 3
5937 2 2
1168 2 5
2339 4 4
1216 2 5
3671 5 5
7523 3 2
9240 4 1
1497 5 3
2791 3 1
6474 1 4
4877 2 3
3695 2 3
1801 2 3
4917 5 3
2768 4 1
7759 3 2
8314 4 2
6188 2 3
7101 3 2
3105 3 1
4863 4 1
3127 1 1
9309 5 3
4339 3 2
8793 2 5
3059 2 5
1029 2 3
9220 5 5
3159 2 3
7662 1 2
6728 4 1
8469 3 5
7130 5 2
1850 5 5
1900 2 4
790 4 3
6536 3 1
4833 4 3
1147 4 3
5232 1 3
272 2 1
8073 3 1
2359 1 2
3570 1 3
844 3 2
7830 4 4
5921 3 3
2245 2 4
2292 3 2
5963 3 1
4382 4 5
8778 3 4
2558 3 5
8430 4 1
3492 4 4
6973 4 5
7760 1 1
2028 2 5
9345 5 5
9513 5 3
1462 2 2
2605 1 2
6549 4 1
8470 1 5
5862 4 4
4119 5 5
2390 5 4
7285 1 1
9199 4 2
434 4 3
9947 3 2
5862 3 2
2715 4 3
231 5 5
4270 3 3
7148 1 4
4340 2 2
2611 2 5
7822 2 2
7649 2 5
6240 2 2
8070 5 3
6851 1 1
1572 4 4
5117 2 3
4279 3 4
2775 4 2
4852 5 2
8064 5 2
1704 4 5
8046 4 5
4127 4 1
6842 5 4
2640 4 4
879 5 5
5902 4 3
6937 5 1
4713 1 5
3922 4 3
1335 5 4
3425 5 4
7233 5 5
5657 3 1
3667 5 4
4328 1 2
6330 2 3
3436 5 3
9771 1 1
4029 2 5
3328 3 2
3652 5 1
6089 3 2
8254 2 2
3158 3 3
7177 5 4
871 5 1
7868 5 2
6586 1 4
7388 2 4
2913 3 2
6760 3 4
2635 5 1
3053 3 1
3491 5 4
5747 5 1
2323 5 3
9090 1 1
4085 5 1
5690 1 1
2124 1 2
6234 5 2
7022 4 2
2456 3 4
2136 4 1
4128 1 1
9780 2 5
6856 1 1
6290 3 2
2857 3 5
8619 2 2
5009 3 4
9010 2 1
3681 2 4
5852 2 4
3913 5 5
6594 4 4
4999 2 3
1165 3 2
621 2 1
2507 3 3
3639 3 1
9788 3 4
3082 5 4
3634 4 4
4891 5 3
7607 5 5
4686 1 4
7386 2 4
9530 3 5
4607 2 2
1892 2 3
1703 4 3
744 3 3
6636 1 3
1286 3 1
7248 2 1
5302 5 2
2968 1 5
9033 3 1
1819 4 2
6612 1 2
5384 1 3
7609 5 5
5938 4 2
3390 1 2
3741 1 3
2276 3 3
7948 1 3
3980 3 4
4912 1 4
5625 4 2
6850 3 5
2118 3 1
4836 3 2
9043 1 3
5597 3 1
4088 4 2
3309 5 4
7068 2 3
3047 5 3
7997 5 4
3125 4 1
2367 2 1
9729 3 4
6675 1 2
3434 4 3
3492 4 1
3654 5 5
2444 4 4
624 1 2
6934 1 1
9216 1 4
3121 4 1
4730 1 5
3322 2 2
8364 4 4
58 3 1
9066 4 2
5874 2 3
8948 4 3
7872 5 2
2524 1 2
8398 3 2
1693 2 1
4515 1 2
9085 5 2
868 1 1
5329 2 1
592 5 2
6154 1 1
9362 4 2
2265 2 4
7295 5 1
8926 5 4
3808 5 4
4155 2 1
3532 2 4
946 3 2
1434 4 2
8366 1 5
5925 2 3
5276 4 4
4387 2 5
4183 1 3
866 4 3
8006 3 1
2893 5 2
3344 1 4
4618 1 3
3867 2 3
8073 5 3
1766 2 4
5488 4 4
3589 3 5
1279 5 5
7868 4 2
6946 4 3
9665 4 1
9240 5 5
5369 3 5
5362 1 1
