1000 100 1000 1
5898 2 3
7956 4 5
8146 4 5
551 3 3
7499 1 4
8441 3 4
3000 4 4
1054 3 4
6065 1 2
6739 2 4
230 1 1
7393 5 5
1361 5 2
4061 1 5
732 5 3
5854 2 1
5136 5 5
8061 2 5
3653 4 5
2150 5 5
4763 1 4
2624 2 5
5014 5 4
6397 2 5
3223 4 1
1739 4 1
842 3 3
423 1 5
7800 3 3
7376 3 1
8153 4 5
2798 2 5
8514 2 4
5512 4 5
3823 1 5
6540 1 2
2841 1 5
790 4 2
7928 1 2
8683 2 5
2257 2 2
6390 3 4
8733 4 1
6279 3 2
5638 2 3
7601 4 4
4714 4 2
5338 5 4
7285 1 5
8597 3 1
3512 2 1
1526 4 3
6685 5 2
446 3 2
5763 5 5
8821 2 1
4596 5 5
3514 5 3
9222 3 5
2173 1 3
1580 4 2
1738 1 3
3040 1 5
5138 3 5
1048 3 3
2645 3 3
1031 1 4
4212 4 1
939 1 2
377 3 1
1538 5 5
5740 3 4
9950 5 1
6623 3 5
3533 5 4
6982 1 3
8213 3 4
4783 3 1
7156 1 3
5416 3 1
4866 4 3
9595 1 5
5612 2 5
920 1 2
2011 1 1
2060 5 3
9781 3 1
6960 5 2
5833 4 4
6180 2 4
3598 2 2
8896 1 5
9092 4 3
2420 2 1
272 3 5
7846 4 3
5157 2 5
1466 2 5
623 5 3
5583 5 3
922 1 2
7710 1 2
8334 2 4
5898 2 5
4519 3 2
6140 3 4
7497 5 4
9513 3 2
2594 4 2
7944 1 3
8573 4 1
2828 1 3
6108 5 3
2261 1 1
8740 2 5
5026 5 1
6444 4 5
8464 2 5
1720 1 2
6377 3 5
4284 3 1
9712 2 2
4800 3 5
4679 3 2
6368 2 1
9928 4 4
5828 5 2
8458 1 2
5156 5 2
2686 1 1
8438 1 3
1043 3 3
3543 5 2
9823 5 2
2073 1 3
7940 1 1
6246 3 5
4940 1 3
7773 4 1
9103 5 2
5877 4 5
5655 1 1
1440 4 3
4347 2 2
5325 4 5
9201 3 3
8081 4 3
2896 2 4
3608 3 3
6713 5 4
3488 2 4
9283 2 4
4385 3 1
5244 3 4
4320 2 5
4394 2 3
2351 5 1
4390 3 5
7505 4 4
356 5 3
6712 3 1
8105 5 5
3440 4 3
5415 1 4
2834 1 3
9158 3 2
5473 5 5
6794 4 4
5551 1 1
3603 1 3
5352 1 2
7490 5 3
6053 1 5
3075 5 1
1567 2 3
3595 4 2
9931 2 3
1381 5 4
8550 5 5
2184 1 1
4439 4 1
3036 5 5
3791 4 3
5629 3 3
9939 4 3
8001 3 3
602 4 2
357 4 3
4160 4 2
6022 3 5
6553 3 2
9532 1 4
1058 5 5
4893 4 5
