4000 100 4000 1
7858 2 1
2569 5 5
1378 5 3
6069 1 3
2017 2 2
4128 5 5
6186 1 5
7214 3 5
4584 1 4
6079 1 5
1405 5 2
7689 5 3
8639 2 3
9251 3 2
2723 4 5
9470 3 2
8335 2 3
5999 2 1
8261 4 4
4591 3 4
2641 2 5
5400 4 4
1505 4 3
7803 1 2
9246 1 1
6120 3 3
6280 3 5
7170 1 5
8153 4 1
9816 3 1
9855 1 1
8259 5 1
9293 2 4
5766 4 5
4648 1 4
537 1 4
171 4 4
9139 2 2
780 4 5
8515 4 2
7057 5 2
9979 5 3
8966 1 4
9185 1 4
2979 3 3
357 4 3
1723 2 3
7761 3 1
3239 2 1
3755 1 4
3818 3 4
6553 2 5
5696 2 3
8887 3 5
2572 2 5
3344 5 5
6439 5 4
4962 1 2
1879 5 1
1985 4 2
5539 2 4
5493 3 1
4925 2 1
7828 2 1
7807 2 1
1736 2 4
2408 1 2
6309 5 4
2476 3 1
2395 3 1
2657 1 3
3138 1 1
7064 2 2
4193 3 4
4455 4 2
5477 5 2
8211 3 4
3501 4 1
4940 2 5
978 2 1
244 4 1
1614 3 2
2249 1 4
6582 1 5
8622 3 3
2604 3 1
6242 2 4
841 2 5
3344 4 2
386 2 3
3789 2 3
5497 3 3
3206 4 2
1165 3 5
4112 4 4
3453 4 3
9113 3 2
5590 1 1
8526 1 1
9954 3 1
3148 2 1
7617 3 3
8152 3 2
6419 3 3
5564 5 3
4259 1 2
971 4 2
1114 2 3
549 2 5
7182 4 5
4315 5 4
2835 2 4
9684 2 3
9380 3 1
9840 1 3
9408 2 3
4463 1 5
4775 4 1
5849 3 5
6032 1 5
2779 3 2
4364 2 4
31 5 4
899 1 2
4574 2 3
1598 4 1
4304 2 1
4301 4 1
1805 3 5
5772 1 1
9020 5 2
5610 1 4
4255 3 4
8697 2 4
4124 4 3
7334 4 5
5823 2 3
2861 1 1
3871 4 1
5181 2 5
6689 5 1
3388 1 4
2880 5 1
8721 3 5
5547 3 5
3209 1 3
1706 4 3
1834 5 5
2184 4 1
5281 3 1
1455 5 1
6597 3 5
4367 4 3
9157 5 1
8671 5 2
8325 2 2
8326 5 2
5537 1 3
7829 4 4
7983 1 4
9568 3 5
4727 3 4
3477 5 4
9852 3 3
7791 3 1
1381 2 2
6750 1 4
5260 4 2
9901 4 1
8954 1 1
521 3 1
275 2 2
2050 5 1
2786 3 1
65 1 5
3129 3 1
9750 3 5
3769 5 5
5815 5 3
4332 3 5
5152 5 2
9533 5 4
5972 4 1
4461 1 5
3098 5 2
8532 1 1
2164 3 3
8336 2 3
6312 2 4
1338 2 3
2102 5 5
9259 2 3
7091 3 3
4012 4 3
6008 1 1
4824 3 3
1031 2 4
7234 1 3
2093 4 3
5832 2 3
8412 5 2
9702 1 3
3562 3 5
1376 4 2
5787 4 3
2355 2 5
4822 1 2
5659 5 1
9360 2 2
5376 1 4
5631 2 2
388 1 3
5404 5 2
8534 3 3
7550 3 1
7254 5 5
9026 4 3
9958 5 2
1814 3 3
5118 2 3
4557 1 5
4431 2 5
8964 4 5
9490 1 4
925 3 5
7904 1 1
9582 2 1
1152 1 4
7461 4 3
334 5 3
6703 1 3
264 1 5
776 1 5
7326 3 2
8146 5 5
8051 4 4
5349 1 5
3285 1 4
9352 1 4
4595 5 3
9376 3 3
892 3 5
3661 4 1
5304 2 5
7003 2 2
8562 4 1
4970 2 1
6890 5 4
7290 2 3
1708 4 1
2097 1 2
2258 4 3
8704 3 4
390 3 2
6563 3 1
1792 3 5
4348 5 3
4547 1 3
7120 4 1
4764 2 1
9582 1 4
6479 3 5
1938 5 4
6129 4 2
8184 1 5
8638 4 1
995 5 5
4977 3 5
2775 3 1
859 3 2
1802 3 2
932 2 1
1782 2 1
5143 1 1
317 5 3
5048 4 4
4911 4 3
340 2 2
5037 1 3
7848 1 3
8782 5 3
3931 4 2
4191 3 3
7637 4 2
5776 1 1
8872 5 4
8515 2 5
6448 2 3
157 3 4
5715 4 5
6811 4 3
3497 3 1
5788 4 3
3333 2 3
3225 2 5
9641 4 4
7616 1 1
4951 5 5
8878 1 3
3941 1 2
9664 5 5
8056 2 3
6265 3 1
9689 1 4
1126 1 5
9176 3 1
2056 2 1
4137 2 2
5868 4 1
5976 4 5
4679 1 2
5552 3 4
3973 1 3
9272 3 1
5316 3 2
2429 3 3
1667 1 4
4348 2 2
7688 5 5
9091 1 5
1614 3 5
1201 4 5
707 1 5
9232 5 1
7351 4 4
3463 3 5
544 4 1
257 5 4
6905 2 4
4690 5 4
9001 5 5
7 4 1
9151 4 4
2479 1 1
1665 5 3
5489 5 2
8550 5 2
5259 5 5
6134 5 4
9836 1 1
2428 2 2
2836 3 3
9908 5 1
3795 5 3
3813 4 3
3855 5 2
1179 2 4
4605 2 3
5628 5 1
5363 3 2
7716 2 5
9934 3 5
5693 4 5
1621 3 1
3232 2 3
2915 1 1
4617 1 4
1645 3 4
2937 1 4
8879 5 2
