8000 100 8000 1
3478 1 4
1682 4 1
2539 5 5
8267 2 2
2198 5 4
7662 5 2
8613 5 5
4487 1 1
8045 2 2
6487 3 2
1449 3 2
3262 5 3
8686 4 2
5561 2 2
632 1 4
6414 3 1
6825 2 3
295 3 2
1079 2 5
9258 4 2
7435 2 5
2311 5 1
4783 1 4
5634 1 3
4259 4 2
7883 3 4
4131 3 5
4071 3 5
1354 3 3
3930 3 2
2748 1 2
2153 3 4
8128 5 5
6719 1 2
1518 5 5
8030 5 2
7295 4 3
9345 1 3
6639 2 1
8837 2 5
6265 2 3
3126 5 5
8996 1 3
6900 5 1
8020 1 2
7613 2 4
3356 4 3
5406 3 1
8046 1 2
8373 5 1
3508 5 3
2431 3 1
5638 4 5
8288 3 1
6953 1 5
1605 2 5
1466 1 5
4917 5 5
9175 1 4
56 2 2
9829 2 1
2697 5 5
8545 2 2
5227 5 1
3630 5 3
6296 5 5
1497 2 2
4576 1 1
1810 2 2
1687 1 2
3241 4 5
299 3 2
9491 3 4
7352 4 3
1894 1 5
3013 5 4
6013 1 1
3247 3 5
2610 3 1
1368 5 5
2912 2 4
4210 2 1
4365 5 1
3913 5 5
4296 4 4
765 5 5
8053 3 2
886 5 4
6656 5 1
3 3 2
9049 2 3
8785 5 2
7991 4 2
3156 1 1
7679 3 4
3371 5 5
4747 4 2
8115 1 5
3709 5 3
4551 2 3
1309 4 2
9957 3 3
3958 1 2
3453 2 2
8987 5 2
2184 5 4
9928 4 3
188 2 3
3967 3 4
4141 5 5
9628 2 2
2385 1 3
6367 3 1
477 2 1
6663 3 1
6208 2 3
5647 5 5
6774 1 2
2926 3 5
4987 3 5
9430 3 1
3941 3 2
8496 1 5
1402 4 4
924 5 3
6684 4 3
4763 3 2
5296 5 1
3093 5 5
8557 3 2
635 3 3
1822 4 3
5849 4 1
1775 2 2
4652 3 2
5995 1 1
3646 2 1
3545 3 2
7050 4 1
7245 2 1
1173 4 5
4607 4 1
4549 2 3
8601 2 2
2590 3 1
2649 2 2
7128 1 2
7356 2 4
8465 1 4
8143 3 1
2628 5 3
6548 3 4
5400 2 1
5568 3 5
3119 2 5
5022 3 3
5767 3 3
1462 5 2
8408 5 4
1663 3 3
6962 2 1
5244 3 4
568 4 3
8801 2 4
2697 3 2
495 5 5
7161 3 4
8421 3 3
4468 4 2
4520 1 5
6102 5 5
9042 4 3
8965 5 1
6275 3 3
640 5 1
4631 5 1
4627 3 2
5606 1 5
4848 5 3
5470 2 2
6473 2 2
6956 5 2
9901 2 2
8605 4 5
6455 1 3
8780 2 5
2397 5 4
7925 1 5
2365 2 1
658 3 1
8969 2 4
1852 4 4
420 5 5
7874 5 5
2367 5 2
1599 5 1
8033 3 5
3408 2 4
8204 1 5
7639 4 3
3371 5 3
4301 5 4
6106 4 1
5111 5 5
2793 4 1
7847 2 4
3189 1 3
6857 1 3
8281 4 2
4296 4 2
3271 1 3
1230 3 5
6356 5 4
8954 4 3
3687 4 1
5560 3 4
9592 4 1
7634 1 4
3700 2 1
2564 2 4
2974 2 1
3883 1 1
8750 3 3
1519 1 2
2812 1 1
5511 3 4
1607 4 4
2767 2 5
8998 3 1
2150 1 4
2302 1 5
6476 2 1
1607 5 3
6681 1 1
6807 2 1
5715 5 1
2303 2 1
3677 2 2
8136 1 2
7829 4 4
